Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
CS,1337,002,5,3,3,2,5,,2,2,1,1,3,,19,,,,13,"Smith, Jason W",,,,,
CS,1337,003,1,2,3,6,1,4,,5,,,2,,6,,,,1,"Narayanasami, Priya",,,,,
CS,1337,501,1,5,2,,6,4,2,3,4,,,2,4,,,,5,"Le, Khiem V",,,,,
CS,1337,502,2,18,15,7,8,4,1,4,,,1,,7,,,,2,"Dollinger, Scott M",,,,,
CS,1436,001,8,13,6,9,8,5,5,3,,1,,1,1,,,,,"Ricks, Brian",,,,,
CS,1436,002,4,12,17,5,3,5,6,3,5,1,,,5,,,,1,"Narayanasami, Priya",,,,,
CS,1436,003,19,3,6,5,3,6,4,4,,,2,1,5,,,,1,"Srinivasan, Srimathi",,,,,
CS,1436,004,19,2,9,3,3,11,1,3,3,2,,1,3,,,,,"Srinivasan, Srimathi",,,,,
CS,1436,005,14,16,1,10,5,2,3,2,2,1,2,3,7,,,,2,"Karrah, Shyam S",,,,,
CS,1436,006,18,9,7,3,3,8,2,3,,1,1,,5,,,,,"Srinivasan, Srimathi",,,,,
CS,1436,007,3,5,7,5,6,4,4,2,3,4,2,1,10,,,,,"Thompson, Laurie A",,,,,
CS,1436,008,11,19,4,2,8,4,,7,3,3,2,1,6,,,,,"Karrah, Shyam S",,,,,
CS,1436,009,9,20,11,6,8,1,1,,,1,,,2,,,,,"Ricks, Brian",,,,,
CS,1436,010,3,2,11,5,8,3,5,1,2,7,3,2,4,,,,2,"Le, Khiem V",,,,,
CS,1436,011,4,15,6,14,6,2,2,2,2,1,,,3,,,,2,"Arnold, Gordon L",,,,,
CS,1436,012,1,11,6,,9,12,2,8,5,,2,,12,,,,1,"Thompson, Laurie A",,,,,
CS,1436,502,2,12,10,8,11,6,4,,5,4,,1,3,,,,1,"Le, Khiem V",,,,,
CS,1436,503,19,19,8,5,6,2,,8,,,,,2,,,,,"Mohamed, Omar",,,,,
CS,1436,504,5,7,4,5,13,1,,11,2,1,4,1,4,,,,2,"Belkoura, Mohamed Amine",,,,,
CS,1436,0L1,4,7,10,5,7,1,3,3,3,,3,1,1,,,,,"Arnold, Gordon L",,,,,
CS,1436,0L2,11,14,9,5,6,2,1,,,,1,,1,,,,,"Dollinger, Scott M",,,,,
CS,1436,0L3,9,17,8,7,4,1,1,,1,,,,2,,,,,"Dollinger, Scott M",,,,,
CS,2305,001,1,6,4,12,11,7,13,6,5,4,1,3,9,,,,7,"Ntafos, Simeon C",,,,,
CS,2305,002,6,21,10,13,10,4,5,8,3,3,8,2,13,,,,3,"Willson, James",,,,,
CS,2305,003,15,26,11,18,15,8,4,3,,,1,,4,,,,,"Erbatur, Serdar",,,,,
CS,2305,004,,2,5,7,7,10,10,6,4,3,2,1,6,,,,1,"Ntafos, Simeon C",,,,,
CS,2305,005,6,9,15,11,16,8,15,17,,3,6,4,2,,,,5,"Chin, Wei-Pang",,,,,
CS,2305,006,9,30,12,16,6,11,11,3,1,,1,,3,,,,,"Erbatur, Serdar",,,,,
CS,2305,007,4,14,21,7,18,16,13,5,,4,,1,,,,,6,"Chin, Wei-Pang",,,,,
CS,2305,501,9,18,8,12,21,6,3,14,4,4,2,,9,,,,2,"Willson, James",,,,,
CS,2305,HN1,3,14,5,5,2,2,,,,,,,,,1,,,"Bereg, Sergey",,,,,
CS,2336,001,32,17,10,7,2,,,2,,,,,1,,,,1,"Nouroz Borazjany, Mehra",,,,,
CS,2336,002,1,8,12,17,13,4,5,5,1,1,1,,2,,,,,"Feng, Ranran",,,,,
CS,2336,003,5,15,5,4,8,,2,6,,1,1,,4,,,,16,"Smith, Jason W",,,,,
CS,2336,004,,10,9,8,3,2,2,2,,,1,1,4,,,,2,"Feng, Ranran",,,,,
CS,2336,005,1,8,16,14,16,5,4,3,,,1,1,3,,,,,"Feng, Ranran",,,,,
CS,2336,006,5,11,15,9,5,2,5,3,,,1,1,6,,,,1,"Feng, Ranran",,,,,
CS,2336,007,20,16,5,4,10,3,,1,1,,3,,4,,,,3,"De, Partha",,,,,
CS,2336,008,15,30,12,9,,3,1,,,,,,,,,,3,"Chida, Anjum",,,,,
CS,2336,502,23,15,10,3,6,,4,3,,,,,,,,,1,"Peterson, Erik A",,,,,
CS,2336,503,1,16,8,6,17,2,6,6,,1,2,,2,,,,,"Gupta, Neeraj K",,,,,
CS,2336,504,9,10,14,11,16,3,4,1,,,1,,2,,,,,"Khan, Kamran Z",,,,,
CS,2337,001,30,28,12,3,1,2,,1,,,1,,2,,,,,"Dollinger, Scott M",,,,,
CS,2337,002,11,24,8,5,7,1,1,4,,,1,,5,,,,7,"Smith, Jason W",,,,,
CS,2337,003,28,24,6,3,1,4,2,2,1,1,4,1,,,,,3,"Veerasamy, Jeyakesavan",,,,,
CS,2337,501,4,5,2,,2,2,,,1,,1,,7,,1,,4,"DeGroot, Doug",,,,,
CS,2340,001,5,13,11,7,10,10,5,4,1,,1,,,,,,6,"Nguyen, Nhut",,,,,
CS,2340,002,21,7,9,6,4,3,6,3,7,,5,,1,,,,,"Karami, Gity",,,,,
CS,2340,003,,9,3,1,10,,,5,,,7,,18,,,,13,"Cole, John P",,,,,
CS,2340,004,,13,7,14,6,9,10,4,3,1,2,,3,,,,,"Nguyen, Nhut",,,,,
CS,2340,005,9,6,7,11,8,3,4,2,2,,5,,6,,,,5,"Zhao, Yi",,,,,
CS,2340,501,2,12,7,13,9,6,9,3,1,,,,1,,,,,"Nguyen, Nhut",,,,,
CS,2340,502,6,8,6,13,5,11,7,6,,1,,,1,,,,1,"Jaffal, Wafa",,,,,
CS,2340,503,8,6,7,2,3,4,5,1,2,2,5,,11,,1,,6,"Zhao, Yi",,,,,
CS,3149,001,10,7,5,9,4,1,,,,,,,2,,,,1,"Chitturi, Bhadrachalam",,,,,
CS,3162,051,70,18,4,1,1,,,1,1,,,,,,,,1,"Debroy, Vidroha",,,,,
CS,3162,052,52,37,9,2,2,,,2,,,,,1,,,,,"Cole, John P",,,,,
CS,3162,053,13,29,26,11,4,5,1,,2,1,,,4,,,,1,"Salazar, Elmer E",,,,,
CS,3162,091,63,16,7,3,5,,1,,1,2,1,,,,,,,"Debroy, Vidroha",,,,,
CS,3162,092,,53,7,11,11,,,4,,,,,3,,,,,"Cole, John P",,,,,
CS,3305,001,7,11,7,3,12,9,11,13,,1,3,,4,,,,6,"Chitturi, Bhadrachalam",,,,,
CS,3305,002,10,18,10,5,15,4,2,14,2,2,1,1,9,,,,4,"Jue, Jason P",,,,,
CS,3305,003,6,13,5,19,20,6,5,4,1,,,,1,,,,,"Satpute, Meghana N","Li, Jia",,,,
CS,3305,004,12,18,9,22,22,7,10,12,4,,,,4,,,,,"Satpute, Meghana N","Li, Jia",,,,
CS,3305,005,10,28,15,28,12,5,14,1,3,,,,3,,,,,"Satpute, Meghana N","Li, Jia",,,,
CS,3305,501,12,26,3,9,15,13,8,13,4,3,5,2,5,,,,1,"Willson, James",,,,,
CS,3305,0W1,18,52,11,5,3,,,,,,,,1,,,,,"Farage, Timothy P","Chinta, Sameera",,,,
CS,3341,001,48,11,6,6,7,7,7,5,1,2,3,1,3,,,,2,"Chandra, Noirrit","Fuksman, Lirit",,,,
CS,3341,002,,4,3,3,7,6,3,7,,3,2,,9,,,,2,"Guo, Huizhen","Zhao, Kun",,,,
CS,3341,003,14,13,12,14,16,7,9,8,1,4,1,1,7,,,,,"Jiang, Shengjie","Yang, Jie",,,,
CS,3341,004,9,11,5,9,14,7,5,10,9,5,8,4,6,,,,1,"Jiang, Shengjie","Yang, Jie",,,,
CS,3341,005,11,13,8,8,15,12,5,6,5,4,5,4,5,,,,,"Jiang, Shengjie","Thomas, Yaga S",,,,
CS,3341,006,1,12,12,13,14,11,6,6,6,4,4,4,7,,,,3,"Guo, Huizhen","Zhao, Kun",,,,
CS,3341,008,1,5,,5,11,,22,11,,3,1,,3,,,,1,"Smiley, Octavious","Garg, Bhanu",,,,
CS,3341,009,,4,,3,7,,9,7,,3,2,,,,,,1,"Smiley, Octavious","Garg, Bhanu",,,,
CS,3341,HON,7,3,6,1,,,,,,,,,,,,,,"Haas, Zygmunt J",,,,,
CS,3345,001,3,5,11,13,6,8,7,3,1,3,1,1,,,,,,"Ozbirn, Greg A",,,,,
CS,3345,002,15,16,7,3,12,5,,9,,,2,,,,,,2,"Mohamed, Omar",,,,,
CS,3345,003,16,12,10,7,12,3,,9,,,2,,3,,,,,"Mohamed, Omar",,,,,
CS,3345,004,6,5,3,9,4,8,5,3,1,2,2,2,11,,,,2,"Alagar, Sridhar",,,,,
CS,3345,501,22,23,10,8,5,1,,1,,,,,2,,,,,"Khan, Kamran Z",,,,,
CS,3345,502,12,21,21,15,8,,,1,1,,4,,6,,,,,"Khan, Kamran Z",,,,,
CS,3345,503,1,8,17,7,8,9,4,6,3,,,,1,,,,1,"Ozbirn, Greg A",,,,,
CS,3345,504,5,7,9,6,2,2,10,5,1,2,,2,6,,1,,1,"Alagar, Sridhar",,,,,
CS,3345,HON,9,9,1,,,,,,,,,,,,,,1,"Fox, Emily K",,,,,
CS,3354,001,2,20,10,10,22,1,1,3,,,,,,,,,,"Cankaya, Ebru",,,,,
CS,3354,002,1,4,12,7,17,6,3,3,,4,2,,1,,,,,"Paulk, Mark C",,,,,
CS,3354,003,4,3,23,9,5,9,2,2,3,1,,,2,,,,1,"Nouroz Borazjany, Mehra",,,,,
CS,3354,004,1,22,11,12,22,1,2,3,,,,,,,,,,"Cankaya, Ebru",,,,,
CS,3354,005,18,22,13,4,4,1,,,1,,,,,,,,,"Srinivasan, Srimathi",,,,,
CS,3354,006,6,16,17,6,7,2,5,1,,,1,1,1,,,,2,"Narayanasami, Priya","Sipai, Sushila",,,,
CS,3354,007,,4,11,3,3,7,2,2,,,,,2,,,,,"Narayanasami, Priya",,,,,
CS,3354,501,2,8,10,9,15,9,4,9,2,2,,,,,,,,"Paulk, Mark C",,,,,
CS,3377,001,6,10,7,18,11,12,14,4,,,3,,4,,,,3,"Min, Richard K",,,,,
CS,3377,002,3,13,6,12,10,14,6,7,,2,2,,3,,,,1,"Min, Richard K",,,,,
CS,3377,003,12,31,22,9,6,6,3,4,,,4,,3,,,,,"Karami, Gity",,,,,
CS,3377,004,16,19,17,4,13,11,6,2,5,2,,,2,,,,4,"Veerasamy, Jeyakesavan",,,,,
CS,3377,005,7,16,12,17,24,5,6,7,1,,,,1,,,,2,"Satpute, Meghana N","Li, Jia",,,,
CS,4141,101,8,8,1,2,,,,,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,102,4,5,4,2,2,2,,,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,103,11,4,1,2,1,,,,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,104,16,1,1,1,,,,1,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,105,5,7,2,1,4,,,,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,106,10,6,1,3,,,,,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,107,4,6,2,2,2,2,1,,,,,,1,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,108,13,3,2,1,1,,,,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,109,11,2,,1,,,,2,1,,1,,1,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,110,10,4,2,1,2,,,1,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,111,7,4,1,2,3,,1,,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,112,17,1,1,,1,,,,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,113,12,4,3,,1,,,,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,114,13,4,,,2,,,1,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,115,14,2,1,,1,,,1,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,116,13,5,2,,,,,,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,117,4,3,3,3,1,1,,1,,,,1,2,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,601,13,3,,3,,,,1,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,602,8,2,3,1,1,3,1,,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,603,2,9,5,,,,,1,,,1,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,604,2,11,1,1,1,1,,1,1,,,,1,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,605,5,6,3,2,1,,1,1,,,1,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,606,12,4,1,1,,,,,1,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,607,7,5,,4,,2,,,,,1,,1,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,608,4,4,3,3,4,,,,,,1,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,609,8,6,1,1,,1,,,,,,,1,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4141,610,14,1,,2,,2,1,,,,,,,,,,,"Becker, Eric W","Khargonkar, Ninad Arun","Ashtiani, Omeed E","Dakshit, Sristi","Cai, Yuchen","Pham, To Kim Bao"
CS,4314,501,4,6,3,13,5,6,,,1,,,,2,,,,7,"Golden, Richard M","Hosseinpourkhoshkbari, Reyhaneh",,,,
CS,4337,002,,15,15,17,10,11,7,,4,3,,,,,1,,,"Davis, Chris I","Rong, Xiaokai",,,,
CS,4337,003,18,8,20,2,11,10,1,4,4,,5,,1,,,,1,"Karami, Gity","Liu, Ximeng",,,,
CS,4337,004,16,14,4,9,9,9,6,8,,,7,,4,,,,2,"Omer, Jalal S",,,,,
CS,4337,501,,6,20,17,12,6,3,2,,2,2,1,4,,1,,3,"Salazar, Elmer E","Pratap, Ashish",,,,
CS,4337,502,,4,19,11,9,8,5,2,5,2,1,,4,,,,2,"Salazar, Elmer E","Zhang, Yue","Saha, Pritom K",,,
CS,4337,503,14,15,10,8,10,8,4,5,4,,4,,3,,,,,"Karami, Gity","Allu, Sai Haneesh","Nik Khah, Arman",,,
CS,4337,504,5,11,4,5,3,5,6,1,2,,2,,4,,,,,"Zhao, Yi","Ailneni, Rakshitha Rao",,,,
CS,4341,002,13,16,18,16,7,6,7,3,1,1,,,1,,,,1,"DeGroot, Doug","Omidi, Zahra",,,,
CS,4341,003,18,8,16,13,14,10,2,1,1,1,2,,3,,1,,1,"DeGroot, Doug","Uddin, Md Nahiyan",,,,
CS,4341,501,14,12,6,13,11,5,,15,,,7,,5,,,,,"Mohamed, Omar","Du, Wenbo","Song, Zihe","Casas Murillo, Luis F","Li, Xiao",
CS,4341,502,,25,10,7,15,7,,17,,,8,,3,,,,,"Li, Bingzhe",,,,,
CS,4341,503,18,12,7,9,11,6,,14,,,10,,2,,,,1,"Mohamed, Omar","Du, Wenbo","Song, Zihe","Casas Murillo, Luis F","Li, Xiao",
CS,4341,504,13,15,9,6,10,2,7,7,4,2,4,,4,,,,6,"Wang, Alice","Yeo, Eun",,,,
CS,4347,001,1,2,5,3,5,2,4,1,,1,,,,,,,,"Solanki, Nidhiben M","Zhao, Yichen",,,,
CS,4347,002,,21,13,11,9,11,,,,,,,,,,,3,"Davis, Chris I","Zhang, Baoming",,,,
CS,4347,003,10,8,12,7,11,10,2,5,1,,,,,,,,,"Omer, Jalal S",,,,,
CS,4347,004,3,10,8,7,4,4,4,3,,,1,,,,,,,"Solanki, Nidhiben M","Sipai, Sushila",,,,
CS,4347,005,10,7,11,6,8,10,1,7,5,4,1,,,,,,,"Omer, Jalal S",,,,,
CS,4347,006,47,10,7,,3,1,1,,,1,,,,,1,,,"Becker, Eric W","Birsan, Vlad I",,,,
CS,4347,501,18,24,11,3,3,1,,,1,,1,,,,,,1,"Becker, Eric W","Kozuch, Mary G",,,,
CS,4348,001,1,6,7,4,9,13,5,7,4,3,2,1,2,,,,1,"Ozbirn, Greg A","Guo, Xiaosu","Nguyen, Khoi P",,,
CS,4348,002,3,8,7,9,9,2,3,3,2,,1,,1,,,,1,"Christiansen, Michael G","Kushwaha, Saksham Singh","Vasireddy, Siva Sai Nagender",,,
CS,4348,003,13,7,7,7,3,2,4,1,2,1,,,,,,,2,"Hatfield, Cody R",,,,,
CS,4348,004,46,8,3,1,2,1,1,3,1,,,,2,,,,4,"Kim, Chung Hwan","Mohan, Sudharssan T","Kozuch, Mary G","Kong, Zelun",,
CS,4348,005,3,4,12,11,5,12,1,2,3,2,,1,5,,,,,"Salazar, Elmer E","Kadoi, Takemaru","Lee, Jaeseong",,,
CS,4348,006,1,5,12,5,7,9,5,8,4,3,,2,2,,,,,"Ozbirn, Greg A","Pallapothula, Likhitha",,,,
CS,4348,501,1,6,11,11,6,6,5,7,6,1,2,1,4,,,,2,"Ozbirn, Greg A","Lee, Yi-Hui","Li, Jia",,,
CS,4348,502,5,12,22,12,5,2,3,,1,,1,,,,,,,"Salazar, Elmer E","Lee, Yi-Hui","Maharana, Sarthak K",,,
CS,4348,HON,1,8,3,3,2,1,,,1,,,,,,,,1,"Prakash, Ravi","Nik Khah, Arman",,,,
CS,4349,001,8,13,31,9,9,2,2,1,1,,,,1,,,,2,"Chida, Anjum","Li, Shengjie",,,,
CS,4349,002,7,19,13,10,13,9,3,2,,,1,,,,,,1,"Erbatur, Serdar",,,,,
CS,4349,003,,25,,,20,,,8,,,6,,5,,,,3,"Gibney, Daniel J","Birsan, Vlad I","Guo, Jinghui",,,
CS,4349,004,5,17,4,6,14,6,8,5,3,5,1,1,1,,,,3,"Fox, Emily K","Wang, Jihan",,,,
CS,4349,005,2,5,2,3,7,3,1,6,3,2,7,1,1,,,,4,"Daescu, Ovidiu","Nguyen, Phat V",,,,
CS,4349,006,3,22,8,11,12,6,4,3,,,,,,,,,,"Erbatur, Serdar","Li, Jia",,,,
CS,4349,HON,2,7,1,2,4,1,,1,,,,,,,,,,"Willson, James",,,,,
CS,4352,001,,27,8,9,5,4,4,2,1,,1,,,,,,1,"Kim, Jin Ryong","Bhardwaj, Ayush","Pratap, Ashish",,,
CS,4361,001,7,25,8,5,12,5,4,4,,4,,,1,,,,2,"Kumar, Pushpa S","Allu, Sai Haneesh",,,,
CS,4361,002,16,20,6,6,6,6,2,,1,1,1,,6,,,,,"Guo, Xiaohu","Wang, Zilong","Nguyen, Phat V",,,
CS,4365,001,5,8,7,9,9,19,14,,,,2,,,,,,1,"Min, Richard K","Casas Murillo, Luis F",,,,
CS,4365,002,7,32,4,18,9,,,,,,,,3,,,,,"Khan, Kamran Z","Pallapothula, Likhitha","Ocampo Diaz, Gerardo",,,
CS,4365,501,13,17,22,9,4,,2,1,1,,1,2,,,,,,"Guo, Yunhui","Maharana, Sarthak K",,,,
CS,4371,001,,38,30,25,12,4,,,,,,,,,3,,1,"Khan, Latifur R","Zhou, Yisheng","Islam, Md Shihabul",,,
CS,4372,501,19,29,24,18,10,2,4,,,,,,,,1,,1,"Nagar, Anurag","Nie, Liangyu",,,,
CS,4375,001,19,15,14,12,10,7,2,,,,,,,,,,,"Nagar, Anurag","Lee, Jaeseong",,,,
CS,4375,002,2,8,10,8,5,1,,2,2,,3,,3,,,,12,"Ruozzi, Nicholas R","Komaragiri, Vasundhara",,,,
CS,4375,003,6,15,24,11,9,,,2,,,2,,1,,,,,"Yang, Wei","Rathnasuriya, Ravishka S",,,,
CS,4375,502,23,16,11,8,19,,7,7,4,,,,,,,,1,"Khan, Kamran Z","Patel, Smit Soneshbhai","Zhang, Yue",,,
CS,4375,HON,4,6,6,6,2,1,1,,1,,1,,1,,,,,"Ng, Yu Chung Vincent","Li, Shengjie",,,,
CS,4376,001,1,13,5,9,12,6,2,2,1,1,,,,,,,,"Paulk, Mark C","Hsu, Chih-Wei",,,,
CS,4384,001,10,16,7,8,3,6,9,6,3,3,2,,4,,,,2,"Gupta, Gopal","Rafieian, Mohammad",,,,
CS,4384,002,11,11,12,8,7,11,3,3,4,1,1,,,,,,1,"Huynh, Dung T","Lam, Tan D","Ou, Yuzhe",,,
CS,4384,504,2,7,3,4,12,8,8,5,3,,4,3,4,,,,5,"Gupta, Neeraj K","Rafieian, Mohammad","Wang, Guanghua","Ou, Yuzhe",,
CS,4384,0W1,41,30,1,,1,,,,,,,,,,,,,"Farage, Timothy P","Sairam, Samarth",,,,
CS,4384,5W1,46,29,1,1,,,,,,,,,,,,,,"Farage, Timothy P","Rathnasuriya, Ravishka S",,,,
CS,4386,001,20,11,7,8,11,6,5,5,3,,2,3,9,,,,4,"Wei, Shiyi","Miao, Miao","Saha, Ramkrishna",,,
CS,4389,001,5,19,9,8,24,4,2,7,,,,,2,,,,,"Cankaya, Ebru","Islam, Md Shihabul","Guo, Jinghui",,,
CS,4390,001,2,3,13,8,10,6,5,1,1,3,,1,1,,,,,"Haas, Zygmunt J","Li, Congzhou",,,,
CS,4390,002,,71,13,3,,,1,,,,,,,,,,,"Farago, Andras","Mulka, Sai Tharun Reddy",,,,
CS,4390,003,8,8,12,6,6,5,4,2,,,1,,1,,,,,"Solanki, Nidhiben M","Vasireddy, Siva Sai Nagender","Pian, Weiguo",,,
CS,4390,004,4,12,15,12,5,2,5,1,,,,,1,,,,1,"Solanki, Nidhiben M","Wang, Jihan","Nanda, Souradeep",,,
CS,4390,501,15,15,8,16,11,17,5,,,1,,,,,,,1,"Hao, Shuang","Nakada, Yoshinobu",,,,
CS,4391,001,,13,14,12,14,10,3,9,,,,,3,,,,,"Tian, Yapeng","Zhao, Wenjie",,,,
CS,4392,001,38,9,8,4,3,1,4,1,2,,1,,2,,,,4,"Feng, Ranran","Wang, Yigong","Aggarwal, Alakh",,,
CS,4393,001,1,15,4,6,2,2,,7,3,,4,,1,,,,2,"Nguyen, Nhut","Guo, Xiaosu","Mao, Wei",,,
CS,4395,001,,69,4,2,,1,,,1,,,,,,,,2,"Davis, Chris I","Song, Xiaoyu",,,,
CS,4398,001,2,4,1,3,2,3,6,1,1,2,,,2,,,,,"Gupta, Neeraj K","Das, Souvik",,,,
CS,4485,0W1,106,190,70,28,5,5,1,2,1,,,,1,,,,2,"Razo-Razo, Miguel Angel","Cole, John P","Kumar, Pushpa S","Chida, Anjum",,
CS,5303,001,,20,3,3,1,2,2,,,,,,,,1,,1,"Becker, Eric W",,,,,
CS,5330,001,,21,6,2,4,1,,1,,,,,,,,,1,"Zhao, Yi",,,,,
CS,5333,001,,14,7,21,14,3,,,,,,,1,,1,,,"Cobb, Jorge A",,,,,
CS,5333,002,,4,4,2,2,,3,2,,,,,2,,,,3,"Desmedt, Yvo G",,,,,
CS,5343,001,,18,6,10,16,3,2,4,,,,,2,,1,,2,"Gupta, Neeraj K","Wang, Guanghua","Mao, Wei",,,
CS,5343,501,,29,6,14,26,2,2,4,,,,,,,,,1,"Gupta, Neeraj K","Wang, Guanghua","Mao, Wei",,,
CS,5348,001,,39,6,2,1,3,,4,,,,,,,1,,,"Alagar, Sridhar",,,,,
CS,5348,002,,21,2,2,1,,,,,,,,1,,,,,"Alagar, Sridhar",,,,,
CS,6301,001,,11,,,,,,,,,,,,,,,,"Ricks, Brian",,,,,
CS,6301,002,,33,13,7,1,,,,,,,,,,,,,"Xiang, Yu",Jishnu J,,,,
CS,6301,004,,74,,,,,,,,,,,,,,,,"Thuraisingham, Bhavani M","Wang, Yigong",,,,
CS,6301,005,,24,1,,,,,,,,,,,,,,,"Wang, Xinda","Deng, Shijian",,,,
CS,6301,501,,23,23,,,,,,,,,,,,,,,"Ding, Yi","Li, Congzhou",,,,
CS,6303,0W1,,35,5,7,,2,1,,,,,,1,,,,1,"Cankaya, Ebru","Guo, Hung-Jui",,,,
CS,6304,001,,1,4,3,,1,,1,,,,,,,,,,"Carrion Schaefer, Benjamin",,,,,
CS,6304,002,,4,1,2,2,,,1,,,,,,,,,,"Pedram, Hossein","Parchamdar, Baharealsadat","Rashid, Md Imtiaz",,,
CS,6306,501,,33,10,3,2,1,,,,,,,,,,,,"Ricks, Brian","Saha, Ramkrishna",,,,
CS,6313,001,,52,9,6,6,3,3,2,,,,,,,,,2,"Chen, Min","Jahan, Mahmuda",,,,
CS,6313,002,,53,9,,3,,1,,,,,,,,,,,"Becker, Eric W","Zhao, Yichen",,,,
CS,6314,001,,37,30,14,12,4,2,3,,,,,1,,,,,"Karami, Gity","He, Kaiyu",,,,
CS,6314,002,,104,,1,,,,,,,,,,,,,1,"Maadugundu, Meghana Spurthi","Miao, Miao",,,,
CS,6320,001,,39,15,2,4,3,2,1,,,,,,,,,,"Harabagiu, Sanda M","Weinzierl, Maxwell A","Ailneni, Rakshitha Rao",,,
CS,6320,002,,34,4,4,2,,,1,,,,,1,,,,,"Ouyang, Jessica J",,,,,
CS,6320,003,,34,15,7,7,,,,,,,,,,,,1,"Du, Xinya",,,,,
